Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2025,"LAA",2193,0.069767441,0.265845873,0.262435677,0.224786753,0.286498855,0.402408429,0.688907284,0.177621676,0.270007479,230.59291040634426,-20.866033005363608,0.30165393722336353,91.28558973019375
2025,"BAL",2219,0.075259125,0.23794502,0.316287878,0.241276171,0.305229936,0.38783649,0.693066426,0.146560319,0.293584379,240.81314933462545,-13.627067459984563,0.30601336864531714,98.61969825892895
2025,"BOS",2499,0.088035214,0.235694277,0.373514431,0.25591782,0.327586206,0.422063421,0.749649627,0.166145601,0.313131313,316.7026538810643,30.156416039815802,0.3287767192520763,106.35429416959225
2025,"CHW",2224,0.089028776,0.230665467,0.385964912,0.221327967,0.294170808,0.342052313,0.636223121,0.120724346,0.27203331,204.7701284660549,-50.24341013295937,0.2853087717919841,80.91271301677487
2025,"CLE",2167,0.087678818,0.216889709,0.404255319,0.23400936,0.307086614,0.378055122,0.685141736,0.144045762,0.27491166,229.96773513496038,-18.50993489384536,0.3026647702760475,95.12169982255278
2025,"DET",2352,0.087585034,0.236819727,0.36983842,0.250714966,0.323103154,0.409914204,0.733017358,0.159199238,0.305256064,287.34865100697766,17.658074215214327,0.3231478713354154,109.25916151545148
2025,"KCR",2243,0.064199732,0.189032545,0.339622641,0.248285994,0.301615798,0.362389813,0.664005611,0.114103819,0.293824079,220.22056248077325,-36.9715989749772,0.29285315325153793,82.46334312650445
2025,"MIN",2246,0.075690115,0.220391807,0.343434343,0.242199108,0.311942959,0.384843982,0.696786941,0.142644874,0.290736984,249.4148013173566,-8.12135322103643,0.30897495940859826,98.90849379965236
2025,"NYY",2300,0.105652173,0.225217391,0.469111969,0.258,0.343205574,0.467,0.810205574,0.209,0.297374024,333.75230550471605,70.02427547875696,0.35126575404091887,128.4077453908934
2025,"ATH",2358,0.084817642,0.212468193,0.399201596,0.254708097,0.32113994,0.416666666,0.737806606,0.161958569,0.298526585,290.3736071304162,19.99504417336776,0.3243490242592209,109.19324607091536
2025,"SEA",2275,0.096263736,0.232087912,0.414772727,0.236408977,0.319505736,0.394513715,0.714019451,0.158104738,0.279829545,267.4312987968417,6.569877792904042,0.31732023684563204,110.33991651470045
2025,"TBR",2221,0.081945069,0.226024313,0.3625498,0.246130803,0.311541929,0.388417373,0.699959302,0.14228657,0.296016483,248.05751853317292,-6.612026983198776,0.3099271364452928,102.80593427298942
2025,"TEX",2159,0.072255673,0.229735988,0.314516129,0.221599592,0.283526682,0.355578196,0.639104878,0.133978604,0.263527758,196.28676565529437,-51.273589486464516,0.28364495885970425,80.37677068778481
2025,"TOR",2281,0.092503288,0.184129767,0.502380952,0.252730883,0.327152317,0.394736842,0.721889159,0.142005959,0.289117836,271.0974549591232,9.548047789900368,0.31875982449556095,106.47008955314067
2025,"ARI",2315,0.093304535,0.192656587,0.484304932,0.255152109,0.331743278,0.447988223,0.779731501,0.192836114,0.284781188,313.9100513057906,48.46205586661883,0.34002293584760557,115.3382889003266
2025,"ATL",2236,0.089445438,0.224060822,0.399201596,0.245254745,0.317488789,0.386613386,0.704102175,0.141358641,0.295376121,254.20651850027176,-2.1829924293127227,0.31251478674491034,96.99087501505075
2025,"CHC",2355,0.096390658,0.200849256,0.479915433,0.261516314,0.335461898,0.447696737,0.783158635,0.186180423,0.298969072,322.2515605388792,52.216990664473336,0.34143658030089125,120.58957262608206
2025,"CIN",2330,0.091416309,0.237339055,0.38517179,0.244711538,0.318865492,0.394230769,0.713096261,0.149519231,0.301286391,270.62632576688554,3.4583649145010056,0.3154248677158808,93.76222467447413
2025,"COL",2217,0.073071718,0.266576454,0.274111675,0.216765873,0.280090497,0.35515873,0.635249227,0.138392857,0.277456647,197.07271991451185,-57.138168158336505,0.28131298597167137,63.707358501106675
2025,"MIA",2237,0.083147071,0.217255252,0.382716049,0.247884519,0.314298561,0.38078646,0.695085021,0.132901941,0.300807537,246.09277666362965,-10.411398626835755,0.30790605795926046,92.38523189043626
