Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",634,2375,2158,487,295,91,7,94,277,267,164,6,631,29,16,6,37,30,11,0.225671918
2025,"BAL",628,2407,2172,521,347,95,9,70,251,234,186,3,573,27,21,2,50,47,14,0.239871086
2025,"BOS",679,2723,2425,627,395,137,9,86,357,343,247,14,636,32,14,5,36,59,14,0.258556701
2025,"CHW",699,2409,2145,478,324,99,3,52,233,223,219,2,551,13,18,10,38,47,13,0.222843822
2025,"CLE",669,2388,2120,496,334,89,6,67,254,240,210,10,530,25,24,9,39,52,15,0.233962264
2025,"DET",706,2535,2268,568,378,103,11,76,325,311,218,6,595,27,16,4,39,24,6,0.250440917
2025,"KCR",667,2439,2223,562,396,110,12,44,226,223,156,10,456,22,22,15,35,53,23,0.252811515
2025,"MIN",656,2438,2184,528,352,102,7,67,276,264,195,4,536,42,15,1,42,33,12,0.241758241
2025,"NYY",645,2492,2169,562,334,113,10,105,349,336,262,18,564,31,25,1,42,48,15,0.259105578
2025,"ATH",681,2588,2331,596,392,114,8,82,293,284,222,5,556,15,13,4,64,38,8,0.255684255
2025,"SEA",698,2510,2222,533,364,81,4,84,286,277,232,5,587,33,13,10,38,63,18,0.239873987
2025,"TBR",677,2454,2209,546,367,106,3,70,297,283,200,3,558,19,20,4,42,93,17,0.247170665
2025,"TEX",657,2342,2133,472,323,77,6,66,221,215,168,4,543,21,16,3,33,58,16,0.221284575
2025,"TOR",669,2505,2224,563,376,117,3,67,281,271,222,12,451,22,19,14,49,37,10,0.253147482
2025,"ARI",675,2550,2239,565,337,123,12,93,331,324,246,9,503,30,23,11,49,51,15,0.252344796
2025,"ATL",655,2474,2207,536,368,91,6,71,266,256,226,7,558,22,12,7,39,36,12,0.242863615
2025,"CHC",655,2581,2296,590,363,122,15,90,366,358,240,8,523,17,22,6,29,82,15,0.256968641
2025,"CIN",665,2526,2249,555,362,113,7,73,308,296,235,6,589,21,15,6,39,58,21,0.246776345
2025,"COL",660,2362,2151,472,295,103,19,55,204,202,170,5,624,21,13,7,44,30,15,0.219432821
2025,"MIA",661,2420,2182,541,369,109,8,55,259,249,194,5,523,16,15,13,39,50,23,0.247937671
2025,"HOU",626,2402,2164,542,384,87,6,65,261,249,185,6,496,29,16,8,52,38,13,0.250462107
2025,"LAD",681,2606,2306,614,383,117,11,103,375,359,249,15,553,23,24,3,51,42,12,0.266261925
2025,"MIL",685,2528,2232,526,372,90,5,59,293,270,235,8,546,27,16,15,31,85,20,0.235663082
2025,"WSN",625,2387,2149,513,333,107,10,63,275,262,180,2,496,33,14,10,39,57,23,0.238715681
2025,"NYM",674,2522,2208,550,343,111,13,83,305,296,243,14,508,43,24,3,58,54,8,0.249094202
2025,"PHI",662,2526,2247,568,390,101,9,68,301,285,234,8,516,23,15,7,41,58,12,0.252781486
2025,"PIT",665,2489,2216,509,366,84,13,46,218,209,228,10,587,25,12,5,60,62,18,0.22969314
2025,"STL",652,2512,2240,576,393,120,4,59,305,290,213,10,513,31,20,8,49,37,13,0.257142857
2025,"SDP",678,2415,2162,531,374,92,9,56,266,245,201,6,461,15,19,17,40,51,13,0.24560592
2025,"SFG",644,2439,2164,496,328,98,9,61,271,257,225,5,558,21,17,11,42,41,14,0.229205175
