Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",371,1364,1247,270,167,46,5,52,141,137,89,5,367,15,9,3,23,19,6,0.216519647
2025,"BAL",373,1370,1237,281,182,49,5,45,140,132,106,1,334,18,10,0,31,18,7,0.227162489
2025,"BOS",393,1598,1427,362,230,78,6,48,202,192,143,9,370,17,9,2,18,45,8,0.253679046
2025,"CHW",428,1448,1288,275,195,51,1,28,135,130,134,1,340,10,9,4,23,31,7,0.213509316
2025,"CLE",400,1437,1271,301,201,53,2,45,164,153,127,5,304,15,18,6,21,30,10,0.2368214
2025,"DET",418,1531,1357,350,237,56,7,50,213,206,142,3,354,16,11,4,27,17,3,0.257921886
2025,"KCR",416,1512,1368,334,230,71,6,27,142,142,108,6,287,13,14,8,18,37,14,0.244152046
2025,"MIN",400,1458,1313,309,204,66,5,34,157,150,113,2,325,23,8,0,24,24,9,0.235338918
2025,"NYY",394,1516,1321,344,200,69,6,69,223,215,157,8,348,20,15,1,23,29,10,0.260408781
2025,"ATH",397,1516,1376,357,237,64,6,50,178,171,119,2,303,6,10,3,36,18,5,0.259447674
2025,"SEA",402,1491,1294,317,211,52,2,52,191,183,159,3,327,22,10,6,20,43,12,0.244976816
2025,"TBR",405,1448,1299,313,224,54,3,32,148,141,126,0,336,8,14,0,30,47,10,0.24095458
2025,"TEX",400,1420,1294,298,205,51,4,38,134,131,99,2,313,13,11,2,24,31,9,0.230293663
2025,"TOR",392,1476,1311,323,228,66,1,28,147,141,126,7,292,16,14,7,25,26,9,0.246376811
2025,"ARI",412,1545,1343,335,193,81,7,54,205,200,160,6,305,17,17,7,30,34,8,0.249441548
2025,"ATL",389,1475,1319,312,210,55,5,42,154,147,134,4,336,11,7,4,23,25,5,0.236542835
2025,"CHC",400,1585,1400,358,221,70,9,58,231,227,158,3,328,11,11,5,18,49,9,0.255714285
2025,"CIN",403,1566,1383,334,226,63,3,42,198,191,157,4,368,17,7,2,21,47,13,0.241503976
2025,"COL",397,1423,1286,277,176,59,10,32,124,123,110,4,380,14,9,4,29,18,7,0.215396578
2025,"MIA",389,1448,1305,322,220,64,4,34,162,154,114,5,337,11,9,9,17,37,12,0.246743295
2025,"HOU",365,1418,1265,313,221,55,5,32,157,149,122,5,299,14,9,8,27,22,7,0.24743083
2025,"LAD",402,1531,1354,352,215,66,9,62,220,211,148,6,341,13,13,2,28,29,7,0.259970457
2025,"MIL",413,1494,1320,309,220,52,4,33,180,161,136,6,319,17,10,10,23,48,12,0.234090909
2025,"WSN",385,1486,1331,320,217,58,6,39,170,161,123,0,320,16,9,7,19,43,11,0.240420736
2025,"NYM",401,1526,1342,338,208,72,10,48,193,185,146,6,300,22,14,1,34,30,5,0.251862891
2025,"PHI",384,1511,1335,346,240,60,6,40,188,178,150,6,308,13,9,4,29,36,8,0.259176029
2025,"PIT",407,1488,1321,288,208,46,6,28,123,121,141,6,344,15,7,3,38,42,9,0.218016654
2025,"STL",395,1538,1361,355,238,81,1,35,188,177,145,8,304,17,11,4,33,28,8,0.260837619
2025,"SDP",402,1426,1269,341,239,62,4,36,177,163,124,4,261,10,13,9,26,33,9,0.268715524
2025,"SFG",388,1481,1320,305,195,64,5,41,185,176,135,2,343,11,9,6,23,22,8,0.231060606
