Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2025,"LAA",1932,0.069358178,0.270703933,0.256214149,0.225071225,0.286604361,0.407977207,0.694581568,0.182905982,0.271404109,206.26927640271924,-15.30325002240399,0.30366469264651336,93.0338918221131
2025,"BAL",2005,0.077306733,0.241396508,0.320247933,0.238384955,0.304890219,0.387168141,0.69205836,0.148783186,0.290398126,217.6827456299336,-12.26182760110778,0.3060924556480534,98.91624224222875
2025,"BOS",2223,0.089068825,0.227620332,0.391304347,0.258178158,0.33077963,0.43029693,0.76107656,0.172118772,0.31056338,290.22033943334276,35.27431135723056,0.33365382405294886,110.06699737991619
2025,"CHW",1955,0.086956521,0.232225063,0.374449339,0.219623502,0.290703646,0.340559041,0.631262687,0.120935539,0.268927444,176.71326869481163,-47.49702590203924,0.2831254374209068,79.71157433562894
2025,"CLE",1944,0.085905349,0.216563786,0.396674584,0.230590961,0.30268595,0.37543453,0.67812048,0.144843569,0.269654088,202.17259608078865,-20.776157216540287,0.30005858420090353,93.51920711750454
2025,"DET",2095,0.089260143,0.229594272,0.388773388,0.252818035,0.326315789,0.409554482,0.735870271,0.156736447,0.305097451,258.69663835136384,18.430363578779414,0.3248081154102902,110.74875043539207
2025,"KCR",2026,0.064659427,0.191510365,0.337628865,0.245794899,0.300049677,0.362995116,0.663044793,0.117200217,0.29146426,198.7917567282355,-33.56121352916598,0.2926070296556278,82.60539125929452
2025,"MIN",1951,0.075858534,0.22142491,0.342592592,0.237770193,0.306824012,0.37883959,0.685663602,0.141069397,0.285936285,209.61194682709294,-14.13960547902267,0.3043710622505541,96.04237575368809
2025,"NYY",2071,0.103814582,0.225012071,0.46137339,0.261231281,0.34446057,0.470327232,0.814787802,0.209095951,0.302197802,303.8426622181165,66.32884118994353,0.35337539419111047,130.21394684963394
2025,"ATH",2061,0.083939835,0.199902959,0.419902912,0.256313809,0.321167883,0.418592154,0.739760037,0.162278345,0.294328786,255.22221220275887,18.85524690142403,0.3251763166450873,110.22286280994459
2025,"SEA",2015,0.10223325,0.232754342,0.439232409,0.237230419,0.324862979,0.397275822,0.722138801,0.160045403,0.282009724,243.42420256371005,12.332773605830488,0.3214616966759135,113.56389196556098
2025,"TBR",1960,0.081122448,0.222448979,0.364678899,0.245059288,0.308988764,0.378881987,0.687870751,0.133822699,0.294615384,212.11585018880822,-12.6678722714617,0.3055095710355001,100.0296581091941
2025,"TEX",1954,0.071647901,0.224155578,0.319634703,0.22215973,0.283956945,0.361642294,0.645599239,0.139482564,0.260601387,182.09094402525375,-42.004664998913334,0.2864802397172105,82.63647329879856
