Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",352,1295,1186,259,160,45,3,51,135,131,82,5,351,15,8,3,23,19,6,0.218381112
2025,"BAL",353,1295,1170,266,172,47,4,43,134,126,98,1,317,18,10,0,29,18,7,0.227350427
2025,"BOS",375,1510,1344,341,215,75,5,46,191,181,139,9,348,16,9,2,18,45,7,0.253720238
2025,"CHW",409,1380,1228,265,190,48,1,26,128,124,128,1,326,9,8,4,22,28,7,0.215798045
2025,"CLE",381,1370,1211,288,194,50,2,42,157,146,122,5,290,14,17,6,20,29,9,0.237819983
2025,"DET",396,1466,1300,340,231,55,6,48,208,201,134,3,336,16,11,4,23,16,3,0.261538461
2025,"KCR",395,1431,1293,317,216,69,5,27,139,139,103,5,264,13,14,7,17,35,13,0.245166279
2025,"MIN",381,1395,1255,297,196,64,4,33,152,146,109,1,304,22,8,0,24,22,9,0.236653386
2025,"NYY",372,1426,1246,321,191,63,5,62,206,199,147,7,329,18,12,1,23,27,10,0.257624398
2025,"ATH",376,1440,1303,336,224,59,6,47,165,158,116,2,281,6,10,3,36,17,5,0.257866462
2025,"SEA",382,1418,1225,302,200,49,2,51,185,177,156,3,306,22,9,6,20,43,12,0.246530612
2025,"TBR",384,1378,1240,301,214,53,3,31,141,136,116,0,321,8,13,0,29,44,9,0.242741935
2025,"TEX",378,1346,1228,285,198,50,4,33,123,120,93,2,291,12,10,2,24,30,9,0.23208469
2025,"TOR",374,1394,1239,303,214,62,1,26,135,129,118,7,274,16,13,6,25,24,9,0.244552058
2025,"ARI",392,1467,1273,315,184,77,6,48,191,186,153,5,291,16,17,7,29,31,8,0.247446975
2025,"ATL",366,1393,1250,300,203,52,4,41,149,143,125,2,322,9,6,3,21,24,5,0.24
2025,"CHC",381,1511,1335,344,212,68,9,55,223,219,149,3,307,11,11,5,17,48,8,0.257677902
2025,"CIN",384,1483,1315,318,215,60,3,40,185,178,143,4,342,16,7,2,20,43,13,0.241825095
2025,"COL",376,1347,1215,256,163,54,10,29,115,114,106,4,367,14,8,4,26,18,7,0.210699588
2025,"MIA",369,1372,1238,308,212,61,3,32,157,149,106,5,322,10,9,9,17,31,11,0.248788368
2025,"HOU",346,1335,1191,287,204,48,4,31,145,137,114,5,282,14,9,7,26,21,7,0.240973971
2025,"LAD",380,1450,1283,332,202,61,9,60,206,199,142,5,324,12,11,1,27,27,7,0.258768511
2025,"MIL",393,1422,1254,297,211,51,4,31,175,156,131,6,303,17,10,10,22,46,11,0.236842105
2025,"WSN",365,1418,1266,307,207,56,6,38,168,159,120,0,304,16,9,7,17,41,11,0.24249605
2025,"NYM",380,1449,1271,317,194,71,10,42,181,174,142,6,280,21,14,1,33,25,5,0.249409913
2025,"PHI",366,1434,1265,327,225,57,6,39,181,171,143,6,291,13,9,4,28,35,7,0.258498023
2025,"PIT",385,1413,1254,274,198,44,6,26,118,116,135,5,322,15,7,1,36,40,9,0.218500797
2025,"STL",377,1453,1294,337,226,75,1,35,174,165,134,8,290,14,8,3,33,27,8,0.260432766
2025,"SDP",378,1323,1177,301,215,53,3,30,143,131,115,4,250,10,11,9,26,33,9,0.255734919
2025,"SFG",369,1422,1261,298,191,63,5,39,183,174,135,2,326,11,9,6,22,22,8,0.23632038
