Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",654,2448,2223,504,309,92,7,96,285,275,169,7,649,31,17,6,39,31,12,0.226720647
2025,"BAL",647,2485,2242,543,360,101,9,73,264,246,191,3,594,29,22,2,52,51,14,0.242194469
2025,"BOS",697,2790,2489,643,401,142,9,91,364,350,249,14,657,33,14,5,36,61,14,0.258336681
2025,"CHW",722,2482,2209,490,331,103,3,53,239,229,228,2,576,13,18,10,39,48,14,0.221819827
2025,"CLE",688,2458,2185,512,344,93,6,69,265,251,213,10,547,27,24,9,41,54,16,0.234324942
2025,"DET",727,2607,2337,585,389,106,13,77,331,317,220,6,612,27,17,4,40,24,6,0.250320924
2025,"KCR",688,2514,2293,579,410,111,12,46,231,227,161,10,470,22,22,15,35,53,23,0.252507631
2025,"MIN",677,2512,2252,550,365,108,8,69,286,274,201,4,545,42,15,1,45,34,13,0.244227353
2025,"NYY",667,2577,2246,586,348,119,11,108,365,352,270,18,580,31,25,1,43,51,15,0.260908281
2025,"ATH",700,2663,2400,610,397,121,8,84,299,290,227,5,577,15,14,4,65,38,8,0.254166666
2025,"SEA",718,2587,2292,553,377,85,4,87,291,282,239,5,601,33,13,10,41,65,19,0.241273996
2025,"TBR",697,2523,2271,557,376,107,3,71,301,287,205,3,575,21,20,4,43,95,19,0.245266402
2025,"TEX",677,2428,2211,496,337,84,6,69,239,233,174,4,554,22,17,3,33,61,17,0.224332881
2025,"TOR",688,2586,2297,589,397,119,3,70,296,285,225,12,462,22,22,16,52,38,11,0.256421419
2025,"ARI",694,2624,2305,588,350,126,14,98,346,339,251,9,517,30,25,12,49,53,15,0.255097613
2025,"ATL",674,2549,2278,554,381,94,6,73,273,263,230,7,580,22,12,7,41,36,12,0.243195785
2025,"CHC",673,2661,2370,611,376,126,15,94,376,368,246,8,541,17,22,6,30,84,15,0.257805907
2025,"CIN",683,2594,2311,566,370,114,7,75,311,299,240,7,608,22,15,6,41,59,21,0.24491562
2025,"COL",683,2444,2222,493,307,106,22,58,216,213,180,5,640,21,14,7,46,32,16,0.221872187
2025,"MIA",682,2492,2250,556,380,111,8,57,264,254,197,5,538,16,15,14,39,53,23,0.247111111
2025,"HOU",647,2478,2232,566,399,95,6,66,273,260,191,6,511,29,18,8,56,40,13,0.253584229
2025,"LAD",703,2686,2375,630,396,117,12,105,381,365,259,15,573,24,24,3,52,42,12,0.265263157
2025,"MIL",703,2594,2292,537,377,92,6,62,299,276,240,8,567,28,16,15,33,86,20,0.234293193
2025,"WSN",644,2458,2215,527,341,111,10,65,279,266,184,2,513,34,14,10,41,57,23,0.23792325
2025,"NYM",695,2593,2272,565,350,115,13,87,315,306,248,14,522,45,24,3,59,56,8,0.248679577
2025,"PHI",681,2600,2316,588,403,104,10,71,312,296,238,8,535,24,15,7,42,62,13,0.25388601
2025,"PIT",683,2558,2277,522,373,87,13,49,225,215,233,10,603,27,13,5,62,65,18,0.229249011
2025,"STL",671,2590,2312,595,407,121,4,63,316,301,217,10,528,33,20,8,50,38,13,0.257352941
2025,"SDP",700,2497,2230,551,389,95,10,57,279,257,212,6,474,17,20,17,41,52,13,0.247085201
2025,"SFG",666,2525,2231,516,340,101,11,64,287,273,237,5,575,23,21,12,43,42,15,0.231286418
