Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",333,1216,1117,241,148,43,3,47,125,122,75,4,324,13,7,3,22,19,5,0.21575649
2025,"BAL",334,1222,1101,246,158,42,4,42,130,122,96,1,299,17,9,0,26,18,6,0.223433242
2025,"BOS",356,1440,1280,324,205,72,5,42,180,171,134,9,340,15,9,2,17,43,7,0.253125
2025,"CHW",387,1315,1165,253,182,44,1,26,127,123,126,1,306,9,8,4,19,28,7,0.217167381
2025,"CLE",372,1328,1176,278,186,48,2,42,149,139,117,5,280,13,17,5,20,28,8,0.236394557
2025,"DET",366,1337,1183,302,203,46,6,47,179,174,125,3,312,15,9,4,19,15,2,0.255283178
2025,"KCR",375,1356,1221,290,197,63,4,26,127,127,102,5,257,13,13,6,16,31,13,0.237510237
2025,"MIN",361,1329,1197,284,187,63,4,30,142,136,102,1,287,21,8,0,22,20,8,0.237259816
2025,"NYY",361,1390,1216,318,190,63,5,60,202,195,144,7,319,18,11,0,23,27,10,0.261513157
2025,"ATH",366,1403,1267,326,218,56,6,46,160,153,115,2,272,6,10,3,35,17,5,0.25730071
2025,"SEA",372,1377,1187,291,193,46,2,50,179,171,153,3,299,22,9,6,20,40,12,0.245155855
2025,"TBR",363,1303,1171,285,200,53,3,29,135,130,111,0,298,8,12,0,29,41,6,0.243381725
2025,"TEX",359,1269,1163,272,189,48,4,31,119,116,84,2,283,10,9,2,22,28,9,0.233877901
2025,"TOR",355,1309,1164,277,192,59,1,25,123,118,109,5,255,16,12,6,23,24,8,0.237972508
2025,"ARI",371,1398,1212,300,175,74,6,45,185,180,146,4,280,15,17,7,26,31,7,0.247524752
2025,"ATL",343,1314,1178,284,190,51,3,40,141,135,121,1,297,9,4,2,21,22,5,0.241086587
2025,"CHC",371,1478,1305,340,211,65,9,55,222,218,146,3,300,11,11,5,16,46,8,0.260536398
2025,"CIN",363,1404,1243,301,206,55,3,37,177,170,136,3,322,16,7,2,19,42,12,0.242156074
2025,"COL",345,1237,1118,234,149,49,9,27,106,105,96,3,344,13,6,4,21,16,6,0.209302325
2025,"MIA",359,1338,1207,303,208,60,3,32,156,148,104,5,313,10,8,9,16,31,11,0.251035625
2025,"HOU",336,1292,1156,279,200,45,4,30,136,129,107,5,277,14,9,6,25,21,7,0.24134948
2025,"LAD",359,1369,1211,311,186,60,7,58,193,186,133,4,304,12,11,1,26,27,6,0.256812551
2025,"MIL",384,1388,1224,293,209,50,4,30,174,155,128,6,294,16,10,10,21,46,11,0.239379084
2025,"WSN",356,1370,1228,294,198,52,6,38,162,153,113,0,298,14,8,7,17,40,11,0.23941368
2025,"NYM",370,1410,1236,309,193,67,9,40,174,167,139,6,272,21,13,1,33,22,5,0.25
2025,"PHI",344,1352,1191,307,211,53,6,37,167,157,138,6,277,13,8,2,27,33,7,0.257766582
2025,"PIT",376,1380,1223,270,194,44,6,26,118,116,134,5,312,15,7,1,36,40,9,0.220768601
2025,"STL",367,1418,1262,326,219,71,1,35,169,160,131,8,281,14,8,3,30,27,8,0.258320126
2025,"SDP",367,1282,1141,295,210,53,3,29,140,128,112,4,239,9,10,9,26,32,9,0.258545135
2025,"SFG",360,1383,1227,289,184,61,5,39,180,171,130,2,315,11,9,6,21,22,8,0.235533822
