Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2025,"LAA",1216,0.061677631,0.266447368,0.231481481,0.21575649,0.271452145,0.385854968,0.657307113,0.170098478,0.257636122,116.21332379277172,-24.528393068953147,0.288983544667825,82.78921562011034
2025,"BAL",1222,0.078559738,0.244680851,0.321070234,0.223433242,0.293540474,0.38328792,0.676828394,0.159854678,0.265279583,128.39837506183324,-13.037791060722494,0.30085826602973254,95.50904601782004
2025,"BOS",1440,0.093055555,0.236111111,0.394117647,0.253125,0.328929068,0.415625,0.744554068,0.1625,0.310915104,182.51096021863114,15.843137619220114,0.3282226503854702,106.26902480039142
2025,"CHW",1315,0.09581749,0.232699619,0.411764705,0.217167381,0.296636085,0.32360515,0.620241235,0.106437769,0.269916765,118.48602571095222,-33.71410395448213,0.2820148279216331,79.15097513160418
2025,"CLE",1328,0.088102409,0.210843373,0.417857142,0.236394557,0.308390022,0.387755102,0.696145124,0.151360545,0.270952927,147.3181949093201,-6.386574821247814,0.30809454843741085,99.38088057383845
2025,"DET",1337,0.093492894,0.233358264,0.400641025,0.255283178,0.331831831,0.423499577,0.755331408,0.168216399,0.306122448,175.48884407215917,20.74240045034491,0.334130575057705,117.27904240334455
2025,"KCR",1356,0.075221238,0.189528023,0.396887159,0.237510237,0.300222386,0.359541359,0.659763745,0.122031122,0.277602523,134.5905200400457,-22.355012907732988,0.29346781813850004,83.33529919058901
2025,"MIN",1329,0.076749435,0.215951843,0.355400696,0.237259816,0.306475903,0.37176274,0.678238643,0.134502924,0.286036036,142.17009910182838,-11.650412172211352,0.30327685627617507,95.29298577347643
2025,"NYY",1390,0.103597122,0.229496402,0.451410658,0.261513157,0.345572354,0.469572368,0.815144722,0.208059211,0.304245283,207.63625917589343,46.75551375007307,0.3561770177612084,132.14165791419586
2025,"ATH",1403,0.081967213,0.193870277,0.422794117,0.25730071,0.319742489,0.419889502,0.739631991,0.162588792,0.291970802,175.4453923614752,13.060006870521297,0.32612686666171664,110.84242855178695
2025,"SEA",1377,0.111111111,0.217138707,0.511705685,0.245155855,0.339897884,0.413647851,0.753545735,0.168491996,0.284533648,182.90109921117005,23.524993850483227,0.33595062247668095,123.90296475277765
2025,"TBR",1303,0.085188027,0.228702993,0.372483221,0.243381725,0.310291858,0.368061485,0.678353343,0.12467976,0.29906542,139.5852012024768,-11.2260299412958,0.3034818112941748,98.76026178636161
2025,"TEX",1269,0.066193853,0.223010244,0.296819787,0.233877901,0.289099526,0.36199484,0.651094366,0.128116939,0.28088578,122.01180648190122,-24.864212183829743,0.28948154276873495,85.25304343173603
2025,"TOR",1309,0.083269671,0.194805194,0.42745098,0.237972508,0.308993082,0.354810996,0.663804078,0.116838488,0.28125,133.90793091398072,-17.597749490622782,0.2970707716397297,91.82021114681113
2025,"ARI",1398,0.104434907,0.200286123,0.521428571,0.247524752,0.331654676,0.429867986,0.761522662,0.182343234,0.282079646,184.6720108951648,22.865333121569947,0.33512576313589904,110.38250013929442
2025,"ATL",1314,0.092085235,0.226027397,0.407407407,0.241086587,0.31554878,0.391341256,0.706890036,0.150254669,0.288757396,153.17599899833905,1.0916108763764942,0.31547223503220456,97.75976183368037
2025,"CHC",1478,0.098782138,0.202976995,0.486666666,0.260536398,0.337406653,0.450574712,0.787981365,0.190038314,0.296566077,208.26987399225632,37.20387274091641,0.3460489714632229,121.99431570739426
2025,"CIN",1404,0.096866096,0.229344729,0.422360248,0.242156074,0.323109843,0.380530973,0.703640816,0.138374899,0.296296296,163.59571810173912,1.0945910673133854,0.3151798805566751,92.46890269671078
2025,"COL",1237,0.077607113,0.278092158,0.279069767,0.209302325,0.278183292,0.341681574,0.619864866,0.132379249,0.274900398,106.75027716901647,-36.42201210561646,0.277242685285041,60.31392859521863
2025,"MIA",1338,0.077727952,0.23393124,0.33226837,0.251035625,0.313769751,0.385252692,0.699022443,0.134217067,0.311494252,150.13749367181993,-4.724691493466131,0.310073091364339,92.62640565871494
2025,"HOU",1292,0.082817337,0.214396284,0.386281588,0.24134948,0.31104199,0.365051903,0.676093893,0.123702423,0.29020979,136.83805565070824,-12.70001851487443,0.30190090040598505,95.1702910269278
