Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",539,2000,1820,408,245,78,6,79,224,217,136,6,542,23,14,5,31,24,8,0.224175824
2025,"BAL",540,2085,1883,451,301,83,7,60,218,205,160,3,504,25,16,2,42,39,14,0.239511417
2025,"BOS",567,2306,2061,529,335,112,8,74,294,282,205,12,529,24,11,5,28,54,13,0.256671518
2025,"CHW",594,2042,1826,404,273,83,2,46,196,190,181,1,470,12,14,6,30,45,9,0.22124863
2025,"CLE",564,2019,1795,419,278,79,5,57,223,211,173,7,443,21,22,8,30,39,14,0.233426183
2025,"DET",602,2163,1925,485,322,90,8,65,288,275,190,5,510,26,16,4,34,20,5,0.251948051
2025,"KCR",573,2096,1905,469,328,97,11,33,188,185,136,8,398,21,20,13,25,47,20,0.246194225
2025,"MIN",555,2021,1823,431,287,86,7,51,216,206,150,4,449,34,12,1,36,29,11,0.236423477
2025,"NYY",556,2147,1868,484,283,103,10,88,305,293,225,16,486,26,24,1,34,39,12,0.259100642
2025,"ATH",573,2160,1955,494,326,92,7,69,235,226,178,5,453,10,11,3,56,27,7,0.252685421
2025,"SEA",590,2127,1864,442,298,68,3,73,250,241,213,3,492,31,11,8,32,53,17,0.237124463
2025,"TBR",573,2078,1872,462,320,85,3,54,239,230,170,0,463,16,17,1,38,81,15,0.246794871
2025,"TEX",568,2016,1835,402,273,67,5,57,185,180,145,3,459,19,14,2,27,50,13,0.219073569
2025,"TOR",569,2123,1879,466,320,93,2,51,221,212,191,10,401,20,18,13,41,34,9,0.248004257
2025,"ARI",573,2165,1904,484,286,110,11,77,279,272,202,7,423,27,23,8,37,49,11,0.25420168
2025,"ATL",551,2093,1869,463,320,78,6,59,229,220,191,4,465,16,11,6,35,33,11,0.247726056
2025,"CHC",560,2207,1956,512,315,105,13,79,330,322,212,7,441,14,19,6,25,72,12,0.261758691
2025,"CIN",562,2158,1924,478,313,100,7,58,264,252,199,5,508,20,12,3,32,54,19,0.248440748
2025,"COL",571,2041,1851,404,259,84,15,46,177,175,155,5,549,17,11,7,37,27,13,0.218260399
2025,"MIA",552,2056,1853,466,318,89,8,51,229,219,165,5,446,14,13,11,32,46,18,0.251484079
2025,"HOU",540,2081,1864,475,334,79,6,56,233,222,167,6,424,27,15,8,45,27,13,0.254828326
2025,"LAD",567,2168,1909,503,314,93,9,87,314,301,216,11,464,20,19,3,43,38,11,0.263488737
2025,"MIL",583,2141,1890,438,309,76,5,48,246,225,199,8,464,24,13,14,27,74,17,0.231746031
2025,"WSN",541,2071,1860,450,292,92,8,58,244,231,162,2,437,26,13,10,34,54,18,0.241935483
2025,"NYM",570,2123,1854,455,289,96,12,58,243,234,207,12,432,36,22,3,47,42,8,0.245415318
2025,"PHI",556,2168,1915,497,342,87,8,60,270,256,212,6,446,21,15,5,36,53,11,0.259530026
2025,"PIT",572,2130,1893,428,309,69,10,40,183,177,200,10,490,21,9,5,53,56,13,0.226096143
2025,"STL",549,2138,1906,500,338,106,4,52,269,255,183,9,436,26,17,6,43,35,11,0.262329485
2025,"SDP",562,2015,1804,457,319,79,7,52,233,213,169,6,379,13,16,12,34,41,11,0.253325942
2025,"SFG",546,2078,1845,427,280,84,8,55,242,231,195,4,473,16,12,9,36,26,12,0.231436314
