Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",645,2413,2192,495,301,92,7,95,279,269,167,7,637,30,16,6,38,31,12,0.225821167
2025,"BAL",638,2443,2204,527,350,97,9,71,254,237,187,3,584,29,22,2,51,48,14,0.239110707
2025,"BOS",688,2756,2456,634,399,139,9,87,360,346,249,14,649,32,14,5,36,60,14,0.258143322
2025,"CHW",709,2447,2175,482,325,101,3,53,237,227,227,2,564,13,18,10,38,48,14,0.221609195
2025,"CLE",678,2419,2150,499,336,90,6,67,254,240,211,10,535,25,24,9,40,53,15,0.232093023
2025,"DET",716,2574,2305,580,385,105,13,77,330,316,219,6,604,27,17,4,40,24,6,0.251626898
2025,"KCR",677,2477,2259,571,404,110,12,45,228,225,158,10,461,22,22,15,35,53,23,0.25276671
2025,"MIN",667,2476,2220,540,360,105,7,68,280,268,197,4,540,42,15,1,44,33,12,0.243243243
2025,"NYY",657,2538,2212,578,344,117,10,107,359,346,265,18,573,31,25,1,42,49,15,0.261301989
2025,"ATH",690,2624,2365,600,393,117,8,82,294,285,224,5,570,15,13,4,64,38,8,0.253699788
2025,"SEA",707,2552,2259,545,373,82,4,86,289,280,237,5,594,33,13,10,40,65,18,0.241257193
2025,"TBR",686,2486,2238,549,370,106,3,70,298,284,203,3,565,19,20,4,43,94,17,0.24530831
2025,"TEX",668,2393,2178,489,334,81,6,68,237,231,172,4,547,22,17,3,33,60,16,0.224517906
2025,"TOR",678,2547,2265,579,389,118,3,69,291,280,222,12,456,22,20,14,51,37,10,0.255629139
2025,"ARI",684,2589,2272,578,343,125,14,96,341,334,250,9,512,30,25,11,49,53,15,0.254401408
2025,"ATL",665,2508,2241,544,373,94,6,71,267,257,226,7,568,22,12,7,40,36,12,0.242748772
2025,"CHC",664,2625,2335,603,371,123,15,94,374,366,245,8,530,17,22,6,30,84,15,0.258244111
2025,"CIN",674,2560,2280,561,367,114,7,73,309,297,238,7,601,21,15,6,40,59,21,0.246052631
2025,"COL",672,2402,2184,480,298,104,21,57,209,207,177,5,634,21,13,7,45,31,16,0.219780219
2025,"MIA",670,2455,2217,549,376,109,8,56,262,252,194,5,530,16,15,13,39,53,23,0.247631935
2025,"HOU",636,2438,2195,551,392,88,6,65,263,251,188,6,502,29,18,8,55,39,13,0.251025056
2025,"LAD",693,2645,2338,620,389,117,11,103,376,360,256,15,565,23,24,3,52,42,12,0.265183917
2025,"MIL",694,2563,2261,532,375,91,5,61,297,274,240,8,558,28,16,15,32,86,20,0.235294117
2025,"WSN",635,2427,2184,521,336,110,10,65,279,266,184,2,507,34,14,10,40,57,23,0.238553113
2025,"NYM",685,2557,2242,558,348,113,13,84,310,301,244,14,517,43,24,3,58,55,8,0.248884924
2025,"PHI",672,2564,2283,578,398,102,9,69,305,289,235,8,526,24,15,7,42,60,12,0.253175646
2025,"PIT",674,2524,2249,515,368,86,13,48,220,211,229,10,595,26,12,5,60,62,18,0.228990662
2025,"STL",662,2553,2278,588,402,120,4,62,314,299,215,10,517,32,20,8,50,37,13,0.258121158
2025,"SDP",689,2461,2201,547,385,95,10,57,277,255,206,6,467,17,19,17,41,52,13,0.248523398
2025,"SFG",654,2481,2196,503,332,98,10,63,277,263,231,5,568,23,19,11,42,42,14,0.229052823
