Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2025,"LAA",1547,0.06722689,0.275371687,0.244131455,0.216005665,0.276733635,0.387393767,0.664127402,0.171388102,0.262820512,151.46127105241604,-28.34592201078349,0.2913951494758864,84.16086703200853
2025,"BAL",1568,0.079081632,0.242984693,0.325459317,0.229624379,0.299107142,0.382707299,0.681814441,0.15308292,0.276938569,166.7542229630151,-15.493791725476703,0.3020338435130406,95.89048565309865
2025,"BOS",1793,0.087005019,0.23759063,0.366197183,0.253740648,0.325698324,0.420199501,0.745897825,0.166458853,0.309460654,227.08138842076193,18.681713461281138,0.3273051011763262,105.32494609084085
2025,"CHW",1628,0.087837837,0.232800982,0.377308707,0.216735253,0.289506172,0.328532235,0.618038407,0.111796982,0.267552182,142.9108053678013,-46.310985392954244,0.27870835029762275,76.47456632693105
2025,"CLE",1608,0.090174129,0.215174129,0.419075144,0.231527093,0.306683322,0.381421534,0.688104856,0.149894441,0.267497603,174.32291112760765,-12.574287609059992,0.30433480317316086,96.37490221055745
2025,"DET",1733,0.090017311,0.229659549,0.391959798,0.261688311,0.33449074,0.427272727,0.761763467,0.165584416,0.313868613,230.18588290945812,28.759984022241024,0.3353062161782501,117.77054414082961
2025,"KCR",1694,0.069067296,0.190082644,0.363354037,0.241872561,0.298693586,0.363459037,0.662152623,0.121586476,0.284762697,167.59805478393588,-29.294889656309742,0.2923577891337282,82.36042903181338
2025,"MIN",1656,0.07789855,0.221014492,0.352459016,0.239276139,0.308761329,0.379356568,0.688117897,0.140080429,0.288197621,181.27969541148408,-11.196524182994512,0.3057887820080464,96.71784286414356
2025,"NYY",1733,0.103866128,0.229659549,0.452261306,0.262773722,0.347398843,0.477106834,0.824505677,0.214333112,0.304471931,262.437692060341,61.011793173123934,0.35791542261994763,132.910826431414
2025,"ATH",1694,0.07674144,0.200708382,0.382352941,0.25616083,0.314979277,0.422827496,0.737806773,0.166666666,0.292027729,209.651677560532,12.75873312028638,0.32377066369161284,108.83781453752579
2025,"SEA",1668,0.102517985,0.228417266,0.448818897,0.239862542,0.327710843,0.40274914,0.730459983,0.162886598,0.282926829,207.44607333313564,13.57509852420435,0.32474800442526985,115.5128117686708
2025,"TBR",1635,0.082568807,0.230581039,0.358090185,0.244067796,0.308445532,0.369491525,0.677937057,0.125423729,0.298882681,173.87675771260632,-16.158640256580007,0.30191743155004347,97.31457126046494
2025,"TEX",1630,0.070552147,0.218404907,0.323033707,0.228956228,0.289489858,0.369696969,0.659186827,0.140740741,0.267399267,160.76308383090432,-28.691166132259973,0.2921380299421457,86.49442512767313
2025,"TOR",1664,0.082932692,0.195913461,0.423312883,0.251851851,0.319226118,0.386531986,0.705758104,0.134680135,0.294532627,190.47839253234073,-2.927663871773041,0.3120282122273842,101.75696066519203
2025,"ARI",1740,0.101149425,0.19367816,0.522255192,0.254617414,0.336221837,0.44591029,0.782132127,0.191292876,0.285839929,240.0793547746033,37.8398486789555,0.34172579658204233,115.22012482008167
