Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",421,1547,1412,305,186,55,5,59,164,159,104,5,426,18,9,3,27,19,6,0.216005665
2025,"BAL",422,1568,1411,324,212,57,6,49,159,150,124,2,381,21,12,1,34,24,9,0.229624379
2025,"BOS",444,1793,1604,407,261,82,7,57,223,213,156,10,426,20,10,3,21,47,11,0.253740648
2025,"CHW",477,1628,1458,316,222,59,1,34,152,147,143,1,379,10,9,5,25,35,7,0.216735253
2025,"CLE",452,1608,1421,329,219,57,3,50,180,169,145,6,346,17,18,7,25,35,11,0.231527093
2025,"DET",472,1733,1540,403,273,64,7,59,249,237,156,4,398,19,13,4,28,19,3,0.261688311
2025,"KCR",464,1694,1538,372,255,77,10,30,157,155,117,7,322,14,15,9,22,39,14,0.241872561
2025,"MIN",452,1656,1492,357,237,73,5,42,185,176,129,3,366,25,9,0,28,25,9,0.239276139
2025,"NYY",447,1733,1507,396,231,83,6,76,256,246,180,9,398,25,18,1,25,33,10,0.262773722
2025,"ATH",448,1694,1542,395,260,71,6,58,197,190,130,2,340,7,10,3,43,19,6,0.25616083
2025,"SEA",460,1668,1455,349,232,56,2,59,206,198,171,3,381,24,10,8,26,45,13,0.239862542
2025,"TBR",454,1635,1475,360,256,62,3,39,174,167,135,0,377,9,15,0,32,51,12,0.244067796
2025,"TEX",459,1630,1485,340,231,57,4,48,158,155,115,2,356,16,11,2,26,36,10,0.228956228
2025,"TOR",442,1664,1485,374,255,78,1,40,175,169,138,7,326,16,15,8,32,28,9,0.251851851
2025,"ARI",461,1740,1516,386,225,93,7,61,230,225,176,6,337,20,19,8,33,40,11,0.254617414
2025,"ATL",449,1696,1520,365,250,63,6,46,179,171,149,4,382,14,8,5,24,29,9,0.240131578
2025,"CHC",448,1765,1562,395,241,79,11,64,257,252,170,3,361,14,14,5,20,51,10,0.252880921
2025,"CIN",452,1742,1547,373,245,76,3,49,213,205,166,4,410,18,8,3,25,50,14,0.241111829
2025,"COL",450,1600,1445,309,198,64,11,36,138,137,125,4,432,16,10,4,32,20,8,0.21384083
2025,"MIA",439,1637,1471,364,249,69,6,40,182,174,134,5,377,12,11,9,20,39,14,0.247450713
2025,"HOU",422,1637,1459,362,255,65,5,37,180,171,142,5,345,17,11,8,32,22,9,0.248115147
2025,"LAD",456,1737,1533,416,254,79,9,74,259,250,171,7,373,13,16,3,35,32,9,0.271363339
2025,"MIL",465,1677,1487,344,244,59,4,37,193,174,150,6,369,19,10,10,24,58,14,0.231338264
2025,"WSN",444,1697,1521,360,243,66,6,45,187,176,139,0,366,20,9,8,27,47,14,0.23668639
2025,"NYM",454,1704,1499,376,233,80,11,52,207,199,163,6,342,25,15,1,39,33,5,0.250833889
2025,"PHI",436,1698,1500,387,269,66,7,45,210,200,170,6,349,14,10,4,31,40,8,0.258
2025,"PIT",459,1681,1491,327,238,50,7,32,139,136,161,7,389,16,8,4,41,49,10,0.219315895
2025,"STL",444,1738,1541,407,273,90,1,43,222,209,160,8,348,19,14,4,36,31,10,0.264114211
2025,"SDP",450,1607,1429,376,266,65,6,39,197,179,141,5,295,12,14,10,29,34,9,0.263121063
2025,"SFG",441,1688,1500,359,231,74,5,49,218,208,158,3,389,12,12,6,24,25,10,0.239333333
