Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",548,2042,1858,421,255,80,6,80,228,220,140,6,552,23,14,5,32,24,9,0.226587728
2025,"BAL",550,2117,1912,458,307,84,7,60,220,206,161,3,512,26,17,2,43,42,14,0.239539748
2025,"BOS",578,2346,2099,540,343,114,8,75,299,287,207,12,543,24,11,5,28,54,13,0.257265364
2025,"CHW",604,2075,1857,410,277,85,2,46,197,191,183,1,479,12,14,6,31,45,10,0.220786214
2025,"CLE",573,2056,1825,425,284,79,5,57,224,212,180,7,448,21,22,8,33,39,14,0.232876712
2025,"DET",612,2204,1963,496,329,91,8,68,295,282,193,5,522,26,16,4,35,21,5,0.252674477
2025,"KCR",583,2139,1942,481,337,98,12,34,193,190,141,9,408,21,21,13,26,47,20,0.247682801
2025,"MIN",566,2069,1867,445,295,88,7,55,228,218,154,4,456,34,12,1,36,30,11,0.238350294
2025,"NYY",567,2187,1903,493,287,104,10,92,310,298,229,16,492,27,24,1,35,39,12,0.259064634
2025,"ATH",583,2198,1988,505,332,95,7,71,242,233,182,5,461,11,11,3,59,28,7,0.254024144
2025,"SEA",600,2166,1902,451,304,68,3,76,256,247,214,3,500,31,11,8,33,53,17,0.237118822
2025,"TBR",583,2107,1900,465,322,85,3,55,240,231,171,0,472,16,17,1,39,81,16,0.244736842
2025,"TEX",579,2058,1873,418,286,67,6,59,196,191,148,3,466,20,14,2,29,51,13,0.223171382
2025,"TOR",578,2172,1916,481,330,96,2,53,232,223,202,11,405,20,19,13,42,35,9,0.251043841
2025,"ARI",583,2205,1940,496,294,114,11,77,286,279,205,7,428,28,23,8,39,50,11,0.255670103
2025,"ATL",561,2130,1902,469,325,79,6,59,230,221,194,4,473,17,11,6,35,33,11,0.246582544
2025,"CHC",570,2241,1988,518,317,108,14,79,332,324,214,7,450,14,19,6,26,72,12,0.26056338
2025,"CIN",571,2196,1958,488,319,101,7,61,270,258,203,5,515,20,12,3,35,55,19,0.249233912
2025,"COL",582,2076,1884,410,263,85,15,47,179,177,156,5,560,18,11,7,37,27,13,0.21762208
2025,"MIA",564,2093,1881,469,320,90,8,51,229,219,172,5,457,15,13,12,32,46,18,0.249335459
2025,"HOU",549,2113,1895,483,340,80,6,57,235,224,168,6,432,27,15,8,46,28,13,0.254881266
2025,"LAD",577,2205,1944,515,321,96,9,89,322,309,218,12,468,20,19,3,45,38,11,0.264917695
2025,"MIL",592,2184,1929,450,316,79,5,50,252,231,203,8,477,24,13,14,27,79,17,0.233281493
2025,"WSN",550,2114,1897,461,299,93,9,60,253,240,168,2,445,26,13,10,35,54,18,0.243015287
2025,"NYM",580,2154,1885,464,293,98,12,61,247,238,207,12,437,36,22,3,49,42,8,0.246153846
2025,"PHI",565,2200,1946,501,343,89,8,61,272,258,213,6,450,21,15,5,36,53,11,0.257451181
2025,"PIT",581,2165,1926,435,315,70,10,40,185,179,202,10,504,21,9,5,54,56,13,0.225856697
2025,"STL",561,2172,1937,505,342,107,4,52,270,256,185,9,446,27,17,6,44,35,11,0.260712441
2025,"SDP",571,2044,1831,460,320,81,7,52,236,216,171,6,382,13,16,12,35,41,11,0.251228836
2025,"SFG",555,2117,1882,438,287,86,9,56,244,233,196,4,485,17,12,9,36,29,12,0.232731137
