Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",303,1109,1020,217,130,40,3,44,111,110,67,4,296,12,7,2,20,15,4,0.212745098
2025,"BAL",305,1115,1002,226,147,37,4,38,123,115,89,1,269,16,9,0,24,18,6,0.225548902
2025,"BOS",328,1330,1179,299,186,68,4,41,172,163,129,8,313,13,8,1,16,42,6,0.253604749
2025,"CHW",346,1173,1039,224,155,42,1,26,116,113,111,1,269,8,8,4,17,23,7,0.215591915
2025,"CLE",328,1168,1037,242,162,42,2,36,121,114,98,5,252,12,16,5,17,24,8,0.233365477
2025,"DET",343,1257,1110,280,188,43,6,43,164,159,121,3,301,12,9,4,16,15,2,0.252252252
2025,"KCR",334,1202,1083,250,175,56,4,15,105,105,88,5,235,12,13,5,13,26,13,0.230840258
2025,"MIN",332,1214,1089,255,167,58,4,26,124,118,96,1,266,20,8,0,21,18,7,0.234159779
2025,"NYY",318,1246,1089,289,172,58,5,54,180,174,128,5,300,18,10,0,18,23,10,0.265381083
2025,"ATH",324,1235,1122,282,186,49,5,42,141,134,100,0,245,3,7,2,31,11,5,0.251336898
2025,"SEA",326,1218,1049,259,169,40,2,48,165,157,137,3,271,20,7,5,16,37,12,0.246901811
2025,"TBR",333,1180,1065,258,177,51,3,27,121,116,98,0,266,8,9,0,28,33,6,0.242253521
2025,"TEX",330,1153,1060,239,159,46,3,31,104,102,74,2,263,9,7,2,20,27,7,0.225471698
2025,"TOR",323,1193,1062,253,178,52,1,22,113,108,100,4,227,14,10,5,23,22,7,0.238229755
2025,"ARI",329,1241,1077,265,152,65,6,42,163,158,130,4,242,12,15,6,21,28,6,0.246053853
2025,"ATL",305,1166,1044,251,168,45,2,36,128,122,109,0,265,7,4,2,21,19,4,0.240421455
2025,"CHC",329,1324,1167,310,189,63,9,49,202,198,132,3,261,10,10,5,12,44,6,0.265638389
2025,"CIN",323,1255,1111,276,187,52,2,35,169,163,120,3,276,15,7,2,18,36,10,0.248424842
2025,"COL",325,1163,1049,219,137,49,6,27,100,99,91,3,327,13,6,4,19,16,7,0.208770257
2025,"MIA",316,1187,1073,272,188,53,3,28,136,129,90,4,276,9,7,8,15,23,10,0.253494874
2025,"HOU",300,1148,1023,243,174,40,3,26,120,113,99,5,250,12,9,5,21,20,7,0.237536656
2025,"LAD",318,1209,1064,271,164,50,6,51,169,163,121,3,261,11,11,1,24,23,6,0.254699248
2025,"MIL",345,1255,1103,267,193,43,4,27,159,141,117,5,262,16,10,9,19,40,10,0.242067089
2025,"WSN",319,1210,1089,256,172,44,6,34,136,127,99,0,267,10,6,6,16,32,10,0.235078053
2025,"NYM",330,1254,1107,277,169,62,8,38,159,153,117,6,247,18,12,0,25,19,5,0.250225835
2025,"PHI",314,1222,1076,269,187,47,6,29,143,134,127,5,252,10,7,2,24,30,6,0.25
2025,"PIT",334,1235,1096,245,174,41,5,25,113,111,117,5,284,14,7,1,32,38,7,0.223540145
2025,"STL",330,1271,1135,291,195,65,1,30,150,141,116,8,254,10,7,3,29,27,7,0.256387665
2025,"SDP",324,1138,1011,266,190,46,3,27,127,117,99,4,210,9,9,9,21,28,9,0.263105835
2025,"SFG",321,1224,1087,248,156,54,5,33,149,140,119,2,284,7,7,4,15,21,8,0.228150873
