Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",294,1079,991,213,128,39,3,43,110,109,67,4,284,12,7,1,19,15,4,0.214934409
2025,"BAL",296,1084,972,217,141,35,4,37,120,112,88,1,265,16,9,0,22,18,6,0.223251028
2025,"BOS",318,1292,1143,286,178,64,4,40,166,157,128,8,303,13,8,0,16,38,6,0.250218722
2025,"CHW",335,1136,1008,215,149,40,1,25,109,106,106,1,259,8,8,3,17,23,7,0.21329365
2025,"CLE",316,1130,1001,233,157,40,2,34,118,111,97,5,246,11,16,5,17,23,8,0.232767232
2025,"DET",334,1216,1071,266,180,42,6,38,155,151,119,3,293,12,9,4,14,15,2,0.248366013
2025,"KCR",325,1170,1052,246,172,55,4,15,105,105,87,5,231,12,13,5,13,26,13,0.233840304
2025,"MIN",322,1182,1058,249,162,58,4,25,123,117,95,1,257,20,8,0,19,18,6,0.235349716
2025,"NYY",309,1212,1059,283,170,56,4,53,177,171,124,5,296,18,10,0,18,22,10,0.267233238
2025,"ATH",315,1193,1087,275,182,47,5,41,135,129,96,0,240,1,6,2,31,10,5,0.25298988
2025,"SEA",314,1170,1006,242,159,36,2,45,152,144,134,3,268,19,6,5,15,37,12,0.24055666
2025,"TBR",324,1150,1038,257,176,51,3,27,121,116,96,0,257,7,9,0,27,33,6,0.247591522
2025,"TEX",318,1123,1030,236,157,46,3,30,103,101,74,2,253,9,7,2,20,27,7,0.229126213
2025,"TOR",312,1157,1030,244,170,52,1,21,108,103,97,4,222,14,10,5,23,20,7,0.236893203
2025,"ARI",319,1205,1042,255,144,63,6,42,161,156,129,4,234,12,15,6,20,27,6,0.244721689
2025,"ATL",296,1134,1015,249,168,44,2,35,127,121,106,0,255,7,4,2,21,19,4,0.245320197
2025,"CHC",319,1281,1128,298,181,62,9,46,192,188,128,3,253,10,10,5,12,44,6,0.264184397
2025,"CIN",313,1217,1081,269,183,49,2,35,163,157,114,3,271,14,6,2,18,35,10,0.248843663
2025,"COL",314,1133,1021,216,134,49,6,27,100,99,89,3,318,13,6,4,18,16,6,0.211557296
2025,"MIA",307,1154,1041,265,183,52,3,27,135,128,89,4,266,9,7,8,14,23,9,0.25456292
2025,"HOU",291,1110,986,233,167,38,3,25,117,110,98,5,244,12,9,5,21,20,6,0.236308316
2025,"LAD",309,1177,1036,267,161,50,6,50,167,161,118,3,250,11,10,1,22,23,6,0.257722007
2025,"MIL",333,1222,1072,262,188,43,4,27,159,141,115,5,254,16,10,9,18,40,10,0.244402985
2025,"WSN",309,1176,1059,252,169,44,6,33,135,126,95,0,250,10,6,6,16,31,9,0.237960339
2025,"NYM",319,1208,1067,260,157,59,8,36,150,144,113,6,239,17,11,0,23,19,4,0.243673851
2025,"PHI",304,1192,1047,263,184,46,6,27,140,131,126,5,248,10,7,2,24,30,6,0.251193887
2025,"PIT",324,1194,1063,238,169,40,5,24,109,107,112,5,276,11,7,1,32,35,7,0.223894637
2025,"STL",321,1236,1101,282,188,63,1,30,147,139,115,8,249,10,7,3,28,25,6,0.25613079
2025,"SDP",312,1093,973,252,179,44,3,26,118,109,96,4,202,7,8,8,21,26,8,0.258992805
2025,"SFG",312,1192,1058,241,152,52,5,32,145,137,117,2,279,7,6,4,14,21,8,0.227788279
