Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2025,"LAA",1866,0.069131832,0.266345123,0.259557344,0.228453364,0.289784946,0.415584415,0.705369361,0.187131051,0.273368606,205.01424024247027,-10.085064314376357,0.30777036413920095,95.23850055523629
2025,"BAL",1932,0.078157349,0.243788819,0.320594479,0.237657864,0.304865424,0.38576349,0.690628914,0.148105626,0.29105691,208.74409598731853,-13.963222557069258,0.3055416207785678,97.93097761191562
2025,"BOS",2147,0.088495575,0.228691197,0.386965376,0.258467952,0.33084461,0.435122459,0.765967069,0.176654507,0.310168251,283.0362401227092,35.545239649209904,0.3353806362708745,110.6177543010984
2025,"CHW",1881,0.086124401,0.232323232,0.370709382,0.220248667,0.290977042,0.33866193,0.629638972,0.118413263,0.27027027,168.90242066436417,-47.92597798056003,0.2826527940730254,78.71266990808755
2025,"CLE",1879,0.087280468,0.212879191,0.41,0.234093637,0.306623931,0.381752701,0.688376632,0.147659064,0.271695052,201.2141661551625,-15.383686611351303,0.30415362074955227,95.75330548490982
2025,"DET",2023,0.088482451,0.230350963,0.384120171,0.253333333,0.326065411,0.411666666,0.737732077,0.158333333,0.305361305,250.53095836076804,17.33380234870979,0.32543916063607037,110.47323576432379
2025,"KCR",1953,0.066052227,0.193548387,0.341269841,0.246197183,0.301391035,0.363380281,0.664771316,0.117183098,0.292841648,192.58472269700573,-32.54332757069064,0.2934167844239011,82.57177418320255
2025,"MIN",1886,0.07688229,0.219512195,0.350241545,0.241602828,0.311040339,0.385385975,0.696426314,0.143783147,0.289959839,208.83072550288688,-8.574037838063095,0.3087211071493778,98.40937696763801
2025,"NYY",1993,0.104365278,0.225790265,0.462222222,0.262824207,0.346405228,0.47665706,0.823062288,0.213832853,0.303278688,297.6430744883506,67.90410665244737,0.35681797457054726,131.83775575518783
2025,"ATH",2024,0.084486166,0.198122529,0.426433915,0.255202628,0.320614469,0.417305585,0.737920054,0.162102957,0.291970802,249.12875827145692,15.816329320193512,0.32437583450292745,108.94248673564147
2025,"SEA",1975,0.103797468,0.232405063,0.446623093,0.236078886,0.324860193,0.399071925,0.723932118,0.162993039,0.279436152,239.24323145206188,11.579176521851767,0.32204013058342906,113.27501924131212
2025,"TBR",1879,0.081958488,0.226716338,0.361502347,0.239386792,0.304208843,0.36851415,0.672722993,0.129127358,0.289749798,193.8824725646996,-22.715380201814213,0.29938336544743105,95.05266532312862
2025,"TEX",1885,0.072148541,0.22546419,0.32,0.224037339,0.285866099,0.364060676,0.649926775,0.140023337,0.263621794,177.807395611557,-39.482094790187794,0.2881808540288438,83.1968145124215
2025,"TOR",1932,0.089026915,0.193064182,0.461126005,0.247663551,0.320479416,0.378504672,0.698984088,0.130841121,0.289312977,215.67077242832136,-7.0365461160664875,0.3098874808918119,99.82939556700288
2025,"ARI",2014,0.096325719,0.194637537,0.494897959,0.254957507,0.333167082,0.449291784,0.782458866,0.194334277,0.285173978,274.61172143742425,42.45202187821249,0.34107416587787587,115.02913950013424
2025,"ATL",1938,0.088751289,0.220846233,0.401869158,0.247838616,0.319710294,0.392507204,0.712217498,0.144668588,0.296590007,225.15902877875507,1.7600725991362483,0.31578205693503497,98.34441589389893
2025,"CHC",2055,0.095377128,0.199513381,0.47804878,0.262897914,0.33609756,0.455543358,0.791640918,0.192645444,0.298154981,286.81912549446525,49.93323542784163,0.3449752774607179,121.96796583555216
2025,"CIN",1994,0.092778335,0.237211634,0.391120507,0.244231851,0.320441988,0.394485087,0.714927075,0.150253236,0.301587301,233.76745929647407,3.913218521365712,0.3170152620328511,93.9050448742104
2025,"COL",1896,0.077004219,0.267932489,0.287401574,0.220023282,0.285714285,0.360302677,0.646016962,0.140279395,0.28462192,175.3107111399177,-43.24678159308403,0.28605924398892757,66.1709332846133
2025,"MIA",1900,0.083157894,0.22,0.37799043,0.25058548,0.316931216,0.388758782,0.705689998,0.138173302,0.303827751,215.28010141078175,-3.7384830790406323,0.31221764103487254,94.42386626223451
2025,"HOU",1930,0.08134715,0.205699481,0.395465994,0.251448435,0.321019771,0.382387022,0.703406793,0.130938587,0.298299845,219.16873301640467,-3.3080396495728355,0.3124634066035988,101.73151196086194
2025,"LAD",2014,0.097815292,0.213505461,0.458139534,0.264225352,0.341293532,0.46084507,0.802138602,0.196619718,0.302652106,287.95812787274593,55.798428313534174,0.3491035708189011,124.01234285965566
2025,"MIL",1984,0.091229838,0.220262096,0.414187643,0.232915717,0.310659898,0.353644646,0.664304544,0.120728929,0.283268482,201.28745312468877,-27.41405825836787,0.2973599311835415,86.59462268111814
2025,"WSN",1922,0.079604578,0.212278876,0.375,0.242160278,0.311192468,0.388501742,0.69969421,0.146341464,0.286499215,215.1406501103365,-6.413939041999626,0.3103416569566053,96.25284252998244
2025,"NYM",1975,0.098227848,0.200506329,0.489898989,0.246091488,0.329781836,0.405327156,0.735108992,0.159235668,0.286265432,242.549798477087,14.885743546876892,0.32405048487199806,108.66730370057532
2025,"PHI",2020,0.096039603,0.202970297,0.473170731,0.261306532,0.336805555,0.412060301,0.748865856,0.150753769,0.307174887,258.85551345438665,26.004176259943872,0.3307451367674775,109.09385577979046
2025,"PIT",1966,0.094608341,0.232451678,0.407002188,0.221776504,0.30255102,0.327793696,0.630344716,0.106017192,0.278350515,178.7379958509052,-47.88860262645834,0.2839438391000659,75.46144173605325
