Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",496,1866,1694,387,230,74,6,77,221,214,129,6,497,23,14,4,30,23,7,0.228453364
2025,"BAL",502,1932,1742,414,275,76,7,56,200,190,151,3,471,24,15,1,40,31,13,0.237657864
2025,"BOS",524,2147,1919,496,309,107,8,72,285,274,190,10,491,23,11,4,25,51,13,0.258467952
2025,"CHW",554,1881,1689,372,258,70,2,42,178,173,162,1,437,11,11,5,30,42,7,0.220248667
2025,"CLE",525,1879,1666,390,259,71,5,55,209,197,164,6,400,20,22,7,27,38,13,0.234093637
2025,"DET",562,2023,1800,456,304,82,7,63,273,261,179,4,466,23,16,4,32,20,4,0.253333333
2025,"KCR",533,1953,1775,437,304,90,11,32,177,175,129,8,378,19,18,11,23,44,18,0.246197183
2025,"MIN",514,1886,1697,410,271,83,7,49,209,200,145,4,414,31,11,1,31,27,10,0.241602828
2025,"NYY",518,1993,1735,456,266,95,9,86,291,279,208,11,450,25,21,1,33,36,11,0.262824207
2025,"ATH",532,2024,1826,466,308,86,6,66,226,217,171,5,401,10,11,3,53,27,7,0.255202628
2025,"SEA",547,1975,1724,407,269,65,3,70,235,227,205,3,459,27,11,8,30,49,15,0.236078886
2025,"TBR",526,1879,1696,406,284,72,3,47,199,192,154,0,426,11,16,0,35,68,14,0.239386792
2025,"TEX",529,1885,1714,384,259,65,5,55,177,173,136,2,425,18,14,2,26,47,12,0.224037339
2025,"TOR",516,1932,1712,424,292,85,2,45,205,196,172,9,373,19,16,11,39,32,9,0.247663551
2025,"ARI",534,2014,1765,450,263,104,10,73,264,257,194,7,392,24,22,8,36,46,11,0.254957507
2025,"ATL",509,1938,1735,430,297,71,6,56,213,205,172,4,428,16,10,5,32,33,9,0.247838616
2025,"CHC",520,2055,1822,479,291,100,13,75,310,303,196,6,410,14,18,5,22,64,11,0.262897914
2025,"CIN",521,1994,1777,434,280,95,5,54,240,230,185,4,473,19,10,3,30,53,18,0.244231851
2025,"COL",532,1896,1718,378,238,82,15,43,168,167,146,5,508,16,10,6,34,26,11,0.220023282
2025,"MIA",511,1900,1708,428,294,79,8,47,207,198,158,5,418,13,11,10,28,45,17,0.25058548
2025,"HOU",497,1930,1726,434,310,70,6,48,209,198,157,5,397,26,13,8,42,24,13,0.251448435
2025,"LAD",528,2014,1775,469,291,88,9,81,293,282,197,10,430,20,18,3,40,35,10,0.264225352
2025,"MIL",545,1984,1756,409,292,67,5,45,226,206,181,7,437,22,11,13,26,70,17,0.232915717
2025,"WSN",502,1922,1722,417,277,80,8,52,223,211,153,1,408,25,12,10,29,51,17,0.242160278
2025,"NYM",525,1975,1727,425,270,89,12,54,228,219,194,10,396,31,19,3,47,40,7,0.246091488
2025,"PHI",515,2020,1791,468,320,83,8,57,256,243,194,6,410,17,14,4,33,51,9,0.261306532
2025,"PIT",534,1966,1745,387,282,61,8,36,159,154,186,9,457,20,9,4,50,52,13,0.221776504
2025,"STL",512,1987,1767,462,314,99,2,47,250,236,173,9,394,25,16,6,41,32,11,0.261460101
2025,"SDP",522,1856,1662,421,296,73,7,45,208,190,155,5,351,13,14,11,33,38,11,0.253309265
2025,"SFG",509,1936,1717,401,262,79,7,53,234,223,185,4,447,14,12,8,30,25,12,0.233546884
